,singer,sing,count,production,dist,time,sex,active_type
970,하은요셉,여자친구,3970732,"인디안레이블, 메이저나인",지니뮤직,2019.06.30~2019.07.06,남성,그룹
971,길구봉구,있어줄래,3850449,뮤직웍스,지니뮤직,2019.06.30~2019.07.06,남성,그룹
972,AB6IX (에이비식스),BREATHE,3847129,브랜뉴뮤직,Warner Music,2019.06.30~2019.07.06,남성,그룹
973,Charlie Puth,We Don`t Talk Anymore (Feat. Selena Go...,3809204,Artist Partners,Warner Music,2019.06.30~2019.07.06,남성,솔로
974,IZ*ONE (아이즈원),라비앙로즈 (La Vie en Rose),3808502,"Stone Music Entertainment, OFF THE RECORD Entertainment",지니뮤직,2019.06.30~2019.07.06,여성,그룹
975,Jonas Brothers,Sucker,3763838,Jonas Brothers Recording,Universal Music,2019.06.30~2019.07.06,남성,그룹
976,윤종신,좋니,3761292,미스틱스토리,카카오 M,2019.06.30~2019.07.06,남성,솔로
977,장범준,손 닿으면,3753146,Stone Music Entertainment,Stone Music Entertainment,2019.06.30~2019.07.06,남성,솔로
978,모모랜드 (MOMOLAND),뿜뿜,3732733,"엠엘디엔터테인먼트, 카카오 M",카카오 M,2019.06.30~2019.07.06,여성,그룹
979,BLACKPINK,Forever Young,3729670,YG Entertainment,YG PLUS,2019.06.30~2019.07.06,여성,그룹
980,"The Chainsmokers, Coldplay",Something Just Like This,3713564,"Disruptor Records, Columbia",Sony Music,2019.06.30~2019.07.06,남성,프로젝트
981,Alan Walker,Faded,3696224,MER Musikk,Sony Music,2019.06.30~2019.07.06,남성,솔로
982,Post Malone & Swae Lee,Sunflower (Spider-Man _ Into The Spide...,3681072,Universal Music,Universal Music,2019.06.30~2019.07.06,남성,프로젝트
983,Shawn Mendes,There`s Nothing Holdin` Me Back,3664729,"Island Records, a division of UMG Recordings, Inc.",Universal Music,2019.06.30~2019.07.06,남성,솔로
984,정효빈,처음이라서,3653191,Square record,Warner Music,2019.06.30~2019.07.06,여성,솔로
985,"방탄소년단, Juice WRLD",All Night (BTS WORLD OST Part.3),3612384,"TakeOne Company, 빅히트엔터테인먼트",카카오 M,2019.06.30~2019.07.06,남성,프로젝트
986,Maroon 5,Sugar,3589707,Interscope Records,Universal Music,2019.06.30~2019.07.06,남성,밴드
987,iKON,사랑을 했다 (LOVE SCENARIO),3570012,YG Entertainment,YG PLUS,2019.06.30~2019.07.06,남성,그룹
988,데.비 (데일리 비타민),Monday to Sunday,3531244,Stone Music Entertainment,지니뮤직,2019.06.30~2019.07.06,남성,그룹
989,펀치 (Punch),헤어지는 중,3439890,냠냠엔터테인먼트,카카오 M,2019.06.30~2019.07.06,여성,솔로
990,이영지,"GO HIGH (Feat. 우원재, 창모 (CHANGMO), The ...",3398665,Stone Music Entertainment,지니뮤직,2019.06.30~2019.07.06,여성,솔로
991,Maroon 5,Girls Like You (Feat. Cardi B),3350691,Interscope Records,Universal Music,2019.06.30~2019.07.06,남성,밴드
992,박재정,다시 태어날 수 있다면,3337096,미스틱스토리,카카오 M,2019.06.30~2019.07.06,남성,솔로
993,볼빨간사춘기,Mermaid,3300371,쇼파르뮤직,카카오 M,2019.06.30~2019.07.06,여성,솔로
994,기리보이(Giriboy),도쿄 (Feat. 유라 (youra)),3255781,린치핀뮤직,카카오 M,2019.06.30~2019.07.06,남성,솔로
995,"임재현, 문성욱",웃으며,3206344,엔에스씨컴퍼니,카카오 M,2019.06.30~2019.07.06,남성,프로젝트
996,Adele,Someone Like You,3197561,XL Recordings,강앤뮤직,2019.06.30~2019.07.06,여성,솔로
997,Sam Smith,I`m Not The Only One,3197365,Capitol Records,Universal Music,2019.06.30~2019.07.06,남성,솔로
998,이수,My Way,3190768,"윈드밀이엔티, 뮤직버디",뮤직앤뉴,2019.06.30~2019.07.06,남성,솔로
999,이우,공일공 (010),3189512,소리바다,소리바다,2019.06.30~2019.07.06,남성,솔로
1000,벤 (Ben),헤어져줘서 고마워,50307557,메이저나인,지니뮤직,2019.07.07~2019.07.13,여성,솔로
1001,헤이즈 (Heize),We don`t talk together (Feat. 기리보이) (P...,47230681,"Stone Music Entertainment, Studio blu",지니뮤직,2019.07.07~2019.07.13,여성,솔로
1002,"장혜진, 윤민수",술이 문제야,45271522,젤리피쉬 엔터테인먼트,"지니뮤직, Stone Music Entertainment",2019.07.07~2019.07.13,혼성,프로젝트
1003,멜로망스(MeloMance),인사,37165185,"민트페이퍼, 광합성",카카오 M,2019.07.07~2019.07.13,남성,듀엣
1004,송하예,니 소식,36790996,더하기미디어,카카오 M,2019.07.07~2019.07.13,여성,솔로
1005,청하,Snapping,33406202,MNH Entertainment,"지니뮤직, Stone Music Entertainment",2019.07.07~2019.07.13,여성,솔로
1006,Naomi Scott,Speechless (Full),33201950,"Disney Enterprises,Inc.",Universal Music,2019.07.07~2019.07.13,여성,솔로
1007,임재현,사랑에 연습이 있었다면 (Prod. 2soo),32765726,"엔에스씨컴퍼니, 디원미디어",카카오 M,2019.07.07~2019.07.13,남성,솔로
1008,Anne-Marie,2002,31404107,Atlantic Records UK,Warner Music,2019.07.07~2019.07.13,여성,솔로
1009,김나영,솔직하게 말해서 나,31100156,네버랜드엔터테인먼트,카카오 M,2019.07.07~2019.07.13,여성,솔로
1010,Billie Eilish,bad guy,27684321,"Darkroom, Interscope Records",Universal Music,2019.07.07~2019.07.13,여성,솔로
1011,다비치,너에게 못했던 내 마지막 말은,25570661,Stone Music Entertainment,지니뮤직,2019.07.07~2019.07.13,여성,듀엣
1012,황인욱,포장마차,25022100,How엔터테인먼트,NHN벅스,2019.07.07~2019.07.13,남성,솔로
1013,마크툽 (Maktub),오늘도 빛나는 너에게 (To You My Light) (Feat.이라...,22738212,MAKTUB Company,Warner Music,2019.07.07~2019.07.13,남성,솔로
1014,방탄소년단,작은 것들을 위한 시 (Boy With Luv) (Feat. Hals...,22586204,빅히트 엔터테인먼트,Dreamus,2019.07.07~2019.07.13,남성,그룹
1015,윤하,비가 내리는 날에는,21075419,C9엔터테인먼트,카카오 M,2019.07.07~2019.07.13,여성,솔로
1016,먼데이 키즈 (Monday Kiz),사랑이 식었다고 말해도 돼,19854246,먼데이키즈 컴퍼니,카카오 M,2019.07.07~2019.07.13,남성,솔로
1017,디오 (D.O.),괜찮아도 괜찮아 (That`s okay),19426165,SM Entertainment,Dreamus,2019.07.07~2019.07.13,남성,솔로
1018,"Mena Massoud, Naomi Scott",A Whole New World,18994601,"Disney Enterprises,Inc.",Universal Music,2019.07.07~2019.07.13,혼성,그룹
1019,어반 자카파 (Urban Zakapa),서울 밤 (Feat. 빈지노),17971902,메이크어스엔터테인먼트,카카오 M,2019.07.07~2019.07.13,혼성,그룹
1020,잔나비,주저하는 연인들을 위해,17567982,페포니 뮤직,카카오 M,2019.07.07~2019.07.13,남성,밴드
1021,백현 (BAEKHYUN),UN Village,17468241,SM Entertainment,Dreamus,2019.07.07~2019.07.13,남성,솔로
1022,TWICE,FANCY,17395394,JYP Entertainment,Dreamus,2019.07.07~2019.07.13,여성,그룹
1023,태연 (TAEYEON),사계 (Four Seasons),16905625,SM Entertainment,Dreamus,2019.07.07~2019.07.13,여성,솔로
1024,장범준,노래방에서,16726961,버스커버스커,카카오 M,2019.07.07~2019.07.13,남성,솔로
1025,케이시 (Kassy),그때가 좋았어,16400875,넥스타엔터테인먼트,카카오 M,2019.07.07~2019.07.13,여성,솔로
1026,레드벨벳(Red Velvet),짐살라빔 (Zimzalabim),15664046,SM Entertainment,Dreamus,2019.07.07~2019.07.13,여성,그룹
1027,이하이,누구 없소 (NO ONE) (Feat. B.I of iKON),15589986,YG Entertainment,YG PLUS,2019.07.07~2019.07.13,여성,솔로
1028,폴킴,"모든 날, 모든 순간 (Every day, Every Moment)",15548264,SM Entertainment,Dreamus,2019.07.07~2019.07.13,남성,솔로
